게시판종류,제목,작성일,본문내용,링크,사진
공지사항,2015 공학교육페스티벌 공학홍보대사 I♥E 모집안내,'2015-10-12,"공학교육혁신센터에서는 공학교육혁신협의회와 한국산업기술진흥원이 주관하는 '2015 공학페스티벌'에
참가할 강원대학교를 대표하는 홍보대사 2명을 긴급하게 모집합니다.
1.
제목
: 2015
공학교육페스티벌 공학홍보대사
I
♥
E
선발
2.
대상
:
강원대학교 공과대학
, IT
대학 학부재학생
(
전국 공과대학 학부재학생
)
3.
신청기간
: 2015.10.12.(월
) ~ 10.14(수
) 밤 12 시까지 (그 이후 접수자는 심사대상에서 제외)
4.
신청방법
: e-mail -
hkyou@kangwon.ac.kr
으
로 제출서류 접수
5.
제출서류
: 신청서 서식 1부(첨부1) +
자유양식의 자기소개서
(I
♥
E
표현
,
사진
(
자유양식
/
포토샵 적당히
!!))
6.
선발인원
:
각 대학별
2
명 선발
7.
추후 일정
- 활동기간 : 10 ~ 11월
- 소양교육 :
2015. 10. 22(목) 14:00~15:00
고려대학교 공학관 대강당(566호)(첨부3. 참조)
(소양교육 여비 지급 미정)
- 공학교육페스티벌 일정 : 2015. 11. 18.(수) ~ 19.(목) 대구 엑스코(EXCO)
8. 주요활동
-
공학교육페스티벌 홍보 도우미, 교내 홍보, 온라인 홍보
-
행사당일 프로그램 참여 및 현장 도우미
-
당일 행사에는 반드시 참여해야함 (교통 및 숙박, 식사 제공)
- 홍보대사 임명장 수여
- 자세한 내용은 공학교육페스티벌 홍보대사 모집 포스터 자료 참조(첨부2)
9.참고 : 공학교육페스티벌 페이스북 :
www.facebook.com/e2festa2
10. 문의 : 공학교육혁신센터 유희경 033-250-7169
※ 홍보대사로 선발된 학생의 2015 공학페스티벌 참가는 필수이며, 홍보대사 활동이 미흡하다고 판단될 경우 임명장 수여가 최소될 수 있습니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=925&cmd=view,../../data/images/857.jpg;../../data/images/858.jpg
공지사항,2015 HIJK가 함께하는 창의캠프 신청안내,'2015-05-21,"공학교육혁신센터에서는 인하대, 제주대, 한양대(ERICA)와 함께 학생들의 창의적 문제해결능력 증진을 위하여 2015 HIJK가 함께하는 창의캠프를 아래와 같이 개최합니다.
1. 프로그램명 : HIJK가 함께하는 창의캠프
2. 내용 : 강원도 어메니티 산업을 주제로 ""Design Thinking"" 창의적 문제해결프로세스를 활용한 팀프로젝트
*
어메니티 산업
:
생명
·
건강
·
안전
·
삶의 질을 목적으로 하는 창조산업
* Design Thinking :
관찰과 공감을 통해 특정이슈를 인간
(
사용자
)
중심으로 해석
,
숨겨진 니즈를 발견하고 최적의 해결방안을 만들어내는 문제해결과정
3. 장소 : 양양 오션밸리 리조트
4. 주최 : 강원대, 인하대, 제주대, 한양대(ERICA) 공학교육혁신센터
5. 참여인원 : 총 40명 대학별 10명(공과대학, IT대학 7명, 디자인계열 3명)
6. 참여신청
- 신청기간 : 2015.5.22(금) ~ 5.28(목)
- 신청방법 : 공학교육혁신센터 온라인신청 ""HIJK가 함께하는 창의캠프""
신청하러가기 >>>>>>>>>  클릭
* 신청시 ""창의와 융합""에 대한 견해를 작성 - 선정 심사에 반영
※ 온라인신청자 미달시 학과 추천예정
- 세부일정 : 첨부 세부내용 참조",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=861&cmd=view,
공지사항,2014 공학교육페스티벌 개최안내 및 관람신청안내,'2014-11-12,"교육부에서 주최하고 한국산업기술원과 공학교육혁신협의회가 주관하는 ""2014 공학교육페스티벌""을 아래와 같이 개최합니다.
1. 행사개요
- 행사명 : ""2014 공학교육페스티벌(E2Festa)""
- 주제 : 공학, 세상을 물들이는 행복 프리즘!
- 일시 : 2014.11.27(목) ~ 11.28(목) 2일간
- 장소 : 일산 킨텍스 제1전시관
- 주최/주관 : 교육부/한국산업기술진흥원, 공학교육혁신협의회
- 내용 : 일정표 [첨부1] 참조 및 행사 홈페이지(
http://www.e2festa.com/
) 참조
구 분
내 용
전시프로그램
✔
창의적 종합설계 경진대회 대학우수작품 전시
-
국내 대학별
300
여 우수작 전시부스 운영
(
강원대
4
개작품 전시
)
- International Session(
국외 캡스톤디자인 우수작
31
개작품 전시
)
학 술
✔
글로벌 공학교육컨퍼런스
,
혁신센터 성과발표 개최
참여프로그램
✔
동아리열전
,
공과대학생 발표대회
,
공학아이디어경진대회
,
창업경진대회
,
여성공학인 프로그램
,
취업콘서트
(
인재상 설명회
,
이미지 컨설팅
),
주니어
엔지니어링 클래스
2. 관람(참가) 신청 : 2014.11.17(월) 오후4시까지 학과사무실로 문의
- 관람일정
일 자
출발시간
/
장소
(
춘천
-
킨텍스
)
관람시간
출발시간
/
장소
(
킨텍스
-
춘천
)
비 고
11
월
27
일
(
목
)
10:00/
공대
5
호관
12:00
∼
16:00
16:00/
주차장
점심제공
/
전세버스로 이동
(2
시간소요
)
11
월
28
일
(
금
)
10:00/
공대
5
호관
12:00
∼
16:00
16:00/
주차장
첨부 : 일정표 및 행사포스터",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=806&cmd=view,../../data/images/794.jpg
공지사항,HIJK와 함께하는 제주도 융합캠프 신청안내,'2014-04-10,"HIJK와 함께하는 제주도 융합캠프
공학교육혁신센터에서는 학생들의 융합 역량 증진을 위하여
인하대, 제주대, 한양대(ERICA) 와 공동으로 HIJK와 함께하는  융합캠프를 개최합니다.
1. 일    정 : 2014.6.25.(수) ~ 6.27(금)
2. 내    용 :
“HIJK가 함께하는 제주도 융합캠프”
4개 대학 40명(각 10명)의 공학계열 뿐 아니라, 인문, 사회, 자연, 예체능 계열 학생들이
함께하는 융합캠프
3. 장    소 : 제주 한화리조트
4. 주    최 : 강원대, 인하대, 제주대, 한양대(ERICA)
5. 참여인원 : 40명(대학별 10명)
6. 강원대학교 참여인원
- 공과대학, IT 대학 학부재학생
7명
- 공과대학, IT대학을 제외한 타 단과대학 학생
3명
* 참여신청
1. 신청기간 : 2014.4.9.(수) ~ 4.14(월)
2. 신청방법 : 공학교육혁신센터 홈페이지 온라인신청
신청하러 가기  → →
여기클릭
①
“융합”에 대한 견해
를 온라인 신청 페이지에 간략하게 작성하고 이를 심사하여 선발
② 공학교육혁신센터홈페이지(icee.kangwon.ac.kr) → 온라인신청 → “HIJK가 함께하는 융합캠프 참여신청”
→ 기본정보 및 “융합”에 대한 개인적인 생각 작성
③ 선정발표 : 2014.4.15.(화)
※ 문의 : 공학교육혁신센터 연구원 오미나(250-7168)
첨부 : 세부내용 1부",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=543&cmd=view,
공지사항,2014년도 1학기 캡스톤디자인 지원사업 과제 선정,'2014-03-27,"2014
년도
1
학기 캡스톤디자인  선정과제
.
1
.
사 업 명
: 2014
학년도
1
학기 캡스톤디자인 지원사업
2
.
사업기간
: 2014. 3 ~ 2014. 7
3
.
선정결과
: ‘첨부
’
참조
4.
수정 및 권고사항
-
전체 권고사항
:
「
창조경제타운
」
아이디어 등록
(
세부내용 추후 발송
)
-
개별 권고사항
: '첨부'
참조하여 과제별로 작성된 권고사항 숙지
5.
오리엔테이션
:
해당 과제 참여인원 중
1
인 이상 필히 참석
-
일정
: 2014. 4. 1.(
화
) 16:00
-
장소
:
추후 별도 통보",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=542&cmd=view,
공지사항,2014년도 1학기 캡스톤디자인 지원 신청안내,'2014-03-06,"공학교육혁신센터에서는 공과대학, IT대학  3~4학년 학생들의 캡스톤디자인과제 지원을 위한 ‘2014년도 1학기 캡스톤디자인' 지원을 아래와 같이 운영합니다.
1. 프로그램 : 2014년도 1학기 캡스톤디자인 지원사업
2. 지원대상 : 공과대학, IT대학 캡스톤디자인 과제(교과목 수강여부 관계없음)
3. 내 용 : 공과대학, IT대학 3~4학년 학생들의 캡스톤디자인 관련과제를 산업체 연계형, 산업체융합형, 융합형,
일반형 4가지 유형으로 구분하여 차등 지원함. (유형분류 : ‘첨부1’참조)
4. 참여신청
가. 신청기간 : 2014.3.6(목) ~ 3.20(목) 18:00까지
나. 신청방법 : 신청서 및 계획서(첨부2 - 서식1, 2) 작성하여 제출
다. 제출장소 : 보듬관 202호(신축건물) 공학교육혁신센터 사무실
5. 지원예산 (단위:원)
구 분
지원내용
(
최대 신청금액 기준
/
추가신청 제외
)
비 고
일반형
융합형
산업체 연계형
산업체 융합형
재료비
1,000,000
2,000,000
(
출장비
300,000)
3,000,000
(
출장비
500,000)
4,000,000
예산 추가신청 은 과제 진행 후 과제별 별도 신청
(
운영위원회 승인
)
출장비
300,000
500,000
합 계
1,300,000
2,000,000
3,000,000
4,500,000
*
융합형
:
출장비 비책정시 재료비 최대
200
만원
/
출장비 책정시 합계 최대
200
만원
*
산업체연계형
:
출장비 비책정시 재료비 최대
300
만원
/
출장비 책정시 합계 최대
300
만원
※ 위 내용은 센터사정에 의해 변경될 수 있음
※ 2014년 2학기 캡스톤디자인 지원사업은 운영되지 않을 수 있음을 알려드립니다.
자세한내용은 첨부파일 참조",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=538&cmd=view,
공지사항,2013 공학교육페스티벌 개최안내(교육부),'2013-10-02,"교육부에서 주최하고 한국산업기술진흥원과 공학교육혁신협의회에서 개최하는 2013 공학교육페스티벌을 아래와 같이 개최합니다.
◎  행사개요
1. 행사명 : 2013 공학교육페스티벌 (E2 Festa 2013)
2. 주제 : 공학, 창조의 열쇠(Engineering, Key to Creation)
3. 일시/장소 : `13.11.28(목)~11.29(금), 2일간 / 부산 벡스코 제2전시장 5홀 등
4. 참석대상 : 중‧고등학생, 공학계열 및 관심있는 학생, 교수, 공학인, 기업인 등
5. 행사규모 : 1일 평균 약1만명 (전시부스 350개 내외 설치 예정)
6. 주최 : 교육부
7. 주관 : 한국산업기술진흥원, 공학교육혁신협의회(전국 74개 공학교육혁신센터장 협의체)
◎ 세부프로그램
1. 사전프로그램
- 공학교육페스티벌 홍보대사 선발
- 전시 체험 참여프로그램 예선진행(캡스톤디자인, 학생포트폴리오, 공과대학생발표대회)
2. 개말/폐막행사 : 퍼포먼스 및 각종 시상식
3. 전시 : 캡스톤디자인 우수작 350개, 공학교육혁신 우수작, 청소년 미래상상 기술경진대회 우수작
4. 학술, 정보프로그램 : 공학교육컨퍼런스, 주니어 엔지니어링 클래스
5. 참여프로그램 : 동아리열전, 공과대학생발표대회, 공학아이디어 경진대회, 취업콘서트
◎ 세부일정표 : 첨부1
※ 자세한 사항은 첨부된 파일을 참조하시기 바랍니다.
문의 : 공학교육혁신센터 오미나 연구원 250-7168",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=511&cmd=view,../../data/images/740.jpg
공지사항,"2013 공학교육페스티벌(교육부, Kiat 주관) 공학홍보대사 선발안내",'2013-10-02,"교육과학기술부와 한국산업기술진흥원에서 주관하고 부산대학교 공학교육거점센터에서 진행하는
2013
년도 공학페스티벌 공학홍보대사
I
♥
E
를 아래와 같이 선발합니다
.
1.
제목
: 2013
공학페스티벌 공학홍보대사
I
♥
E
선발
2.
대상
:
강원대학교 공과대학
, IT
대학 학부재학생
(
전국 공과대학 학부재학생
)
3.
신청기간
: 2013.10.2.(
수
) ~ 10.4(
금
) 오후 1시까지
4.
신청방법
: e-mail -
kicee@kangwon.ac.kr
로 프로필 접수
5.
제출서류
: 프로필 서식 1부(첨부1) 및
자유양식의 자기소개서
(I
♥
E
표현
,
사진
(
자유양식
/
포토샵 적당히
!!))
6.
선발인원
:
각 대학별
2
명 선발
7.
대외 활동 및 추후 일정
- 활동기간 : 10 ~ 11월
- 소양교육 :  2013.10.10(목) 13:00 ~ 15:00 고려대학교 공학관 대강당(566호)
-
공학교육페스티벌 행사 사전 홍보활동(온/오프라인)
-
행사당일 프로그램 참여 및 현장 도우미
- 홍보대사 임명장 수여
- 자세한 내용은 공학교육페스티벌 홍보대사 안내자료 참조(첨부2)
8. 공학교육페스티벌 소개 - 첨부3 자료 참조
9. 문의 : 공학교육혁신센터 오미나 250-7168
※ 홍보대사로 선발된 학생의 2013 공학페스티벌 참가는 필수이며, 홍보대사 활동이 미흡하다고 판단될 경우 임명장 수여가 최소될 수 있습니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=510&cmd=view,../../data/images/739.jpg
공지사항,2013년도 2학기 캡스톤디자인 지원 공고,'2013-10-01,"공학교육혁신센터는 공과대학, IT대학 3~4학년 학생들의 캡스톤디자인(종합설계) 과제를 아래와 같이 지원합니다.
1. 프로그램 : 2013년도 2학기 캡스톤디자인 지원사업
2. 지원내용 : 공과대학,  IT대학 캡스톤디자인 관련과제 지원
3. 신청기간 : ~ 2013.10.4(금) 신청서 및 계획서 제출(첨부 참조)
제출장소 : 공학교육혁신센터 (보듬관(청정산업신기술지원센터) 202호)
4. 지원과제 : 다학제, 융합형, 일반형, 연속형(1학기 연속과제) 로 구분하여 지원
5. 지원예산
구분
지원내용
(
최대신청금액기준
/
추가신청 제외
)
비고
일반형
/
연속형
다학제
융합형
재료비
1,000,000
3,000,000
원
(
여비
500,000
원
)
3,000,000
원
(
여비
500,000
원
)
예산 추가신청 은 과제 진행 후 과제별 별도 신청
/
운영위원회 승인
여비
300,000
★
합계
1,300,000
3,000,000
원
3,000,000
원
*
다학제 및 융합형
:
여비가 비책정시 재료비 최대
300
만원
/
여비 책정시 합계 최대
300
만원
*
과제 시작품
(
실물
)
이 없는 데이터 도출형 과제의 경우 일반형 과제 신청을 권장함
.
6. 자세한 내용은 첨부된 세부내용 참조
7. 문의 : 공학교육혁신센터 오미나 연구원 (250-7168)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=509&cmd=view,
공지사항,2013년도 캡스톤디자인 지원과제 선정공고,'2013-04-24,"공학교육혁신센터에서 지원하는 2013년도 1학기 캡스톤디자인 지원 선정 과제를 아래와 같이 공고합니다.
1. 과제 수행 :  ~  2013.8 (자세한 내용은 신청공고 세부내용 참조)
2. 오리엔테이션 : 2013.4.30(화) 16:30 공대 6호관 214호
- 내용 : 과제 수행 일정 및 재료비 지원 절차
- 과제별 1인 이상 참석 필수(공결요청 공문 발급 가능)
※ 재료비 신청은 금일부터 가능하니 우선 센터로 연락 바랍니다.
3. 선정과제
NO
유형
과제명
1
일반형
보행보조기구의 평행 유지장치
2
일반형
조형제 투입 부작용 방지 장치
3
일반형
음식물류폐기물을 이용한 바이오에탄올 생성
4
일반형
마이크로웨이브 조사를 통한 볏짚 내 자일로즈(Xylose) 추출 최적화
5
일반형
지능형 로봇용 BLDC 모터제어기 설계 및 제작
6
일반형
내마모성이 향상된 딤플 그라인더 휠 개발
7
일반형
생활진동을 이용한 에너지 생산(리니어발전기)
8
융합형
방송 촬영용 소형 무인 헬기(미크로콥터) 제작
9
일반형
기본마찰각 측정을 위한 자동화 시스템 구축
10
일반형
도심 인구 밀집지역 도로의 과속방지턱을 이용, 운동에너지를 전기에너지로 발전 및 저장
11
일반형
분쇄특성을 이용한 리튬광물 선별공정
12
융합형
시크릿가든
13
일반형
Turned Liquid Column Damper
14
일반형
대기압플라즈마장치의 제작과 이를 이용한 탄소나노재료의 표면처리
15
일반형
하상퇴적물을 이용한 지구화학 개략탐사
16
일반형
엑세스를 통한 국내 석회석 광산 DATA BASE 구축
17
일반형
PC 및 웹기반의 지하수자원및환경관리 시스템 개발 및 적용
18
일반형
내맘대로 스템프
19
융합형
웹사이트 제작 툴 개발
20
일반형
Cold Spray 법에 의한 세라믹 후막제조 연구
21
일반형
폐선부지 내 폐철로 활용방안
4. 문의 : 공학교육혁신센터 오미나연구원 250-7199 공5-106
첨부 : 재료비 및 여비 지출양식 1부.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=462&cmd=view,
공지사항,2013년도 1학기 캡스톤디자인 지원 공고,'2013-04-09,"공학교육혁신센터에서는
2013
년도
1
학기 캡스톤디자인 지원사업을 아래와 같이 운영합니다
.
1.
프로그램
: 2013
년도
1
학기 캡스톤디자인지원사업
2.
사업기간
: 2013. 4. ~ 2013. 8.
3.
지원과제
①
공과대학
, IT
대학에서 직접 도출된
캡스톤디자인 수행과제 지원
②
공학교육혁신센터에서 제시하는 과제 진행 지원
(
제시과제는 첨부
1.
세부내용 및 첨부
2.
제시과제 세부내용에서 확인
)
4.
지원유형 및 지원예산4. 지원유형 및 지원예산
(
단위
:
원
)
구 분
지원내용
(
최대신청금액기준
/
추가신청 제외
)
비 고
일반형
(
단일학과
)
다학제
공대
(IT)+IT(
공대
)
융합형
공대
(IT)+
타단대
재료비
1,000,000
3,000,000
(
여비
500,000)
3,000,000
(
여비
500,000)
예산 추가신청 은 과제 진행 후 과제별 별도 신청
/
운영위원회 승인
여 비
300,000
합
계
1,300,000
3,000,000
3,000,000
※
다학제 및 융합형
:
여비가 없을시 재료비 최대
300
만원
/
여비 책정시 합계 최대
300
만원
※
과제 시작품
(
실물
)
이 없는 데이터 도출형 과제의 경우 일반형 과제 신청을 권장함
.
5.
참여신청
: 2013.4.17.
까지 공학교육혁신센터로 신청서 및 계획서
(첨부
3.)
제출
6.
자세한내용은 첨부
1.
세부내용을 참조하기 바랍니다
.
7.
문의
:
공학교육혁신센터 연구원 오미나
250-7199
첨부
: 1. 2013
년도
1
학기 캡스톤디자인 지원사업 세부내용
1
부
.
2.
제시과제 세부내용
1
부
.
3.
신청서 및 지출관련 양식
1
부
.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=14&BID=461&cmd=view,
