제목,작성일,본문,상세 링크,이미지 파일 경로
"[온라인 교육] 엡스코 11월 온라인 교육 안내(EBSCOhost, Academic Search, CINAHL)",2021년 10월 21일,"2021년11월엡스코 PUBLIC 온라인 교육 일정

?실시간 온라인 교육의 퀄리티를 높이기 위해 모든 교육 끝에 퀴즈가 출제(3문제) 됩니다.
교육에 참석한 모든 분들은 퀴즈까지 모두 참여해야 합니다. 출제된 문제의 난이도는 높지 않으며,
교육의 주제가 되는 DB에 접속-검색-확인하면 되는 간단하고 단순한 퀴즈로 구성되어 있습니다.
이는 DB 이용교육의 최종 목표라고 할 수 있는?""이용""에 초점을 맞춘 것입니다.

?NO
날짜 및 시간
교육 제목 (학술 DB)
간략 내용
교육 대상
교육등록
1
11월 5일
오후 2시
(약 40분)
[기본교육]
언제 어디서나 모바일 앱으로 손쉽게, 간편하게 학술정보를 검색해보자! (EBSCO Mobile app)
보다 편리하게 학술검색을 시작할 수 있는 EBSCO Mobile 앱의 설치부터 이용, 주의사항 등을 포함된 기본 교육입니다.
EBSCOhost
구독 기관
이용자 누구나
등록하기
2
11월 12일
오후 2시
(약 40분)
[교육 시리즈 1]
정보검색 초심자를 위한 온라인 학술정보 정복 시리즈
(기초개념 편)
다학문분야 해외 학술DB를 바탕으로 학술정보 이용에 부담이 있는 초심자분들을 위해 기본 개념 등을 쉽게 살펴보는 교육입니다.
Academic Search
구독 기관
이용자 누구나
등록하기
3
11월 12일
오후 4시
(약 40분)
[기본교육]
내 책상 위에서 노벨상 수상자의 저서를 대출해보자! (해외 학술 eBook 대출 이용 Tip)
2020년 노벨물리학 및 경제학 수상자들의 저서를 이용하여 해외 eBook 대출할 때 필요한 전제조건에 대한 설명과 함께 주의사항 등을 실습해보는 교육입니다.
EBSCO eBooks구독 기관
이용자 누구나
등록하기
4
11월 19일
오후 2시
(약 40분)
[정기교육]
간호사들의 직무스트레스와 관련된 학술정보 살펴보기
간호/보건학 분야에 특화된 학술DB를 바탕으로구체적인 예시를 통해 학술정보를 검색하는 방법과 유용하게 사용 가능한 도구 등을 살펴보는 교육입니다.
CINAHL
구독 기관
이용자 누구나
등록하기
5
11월 19일
오후 4시
(약 40분)
[교육 시리즈 2]
정보검색 초심자를 위한 온라인 학술정보 정복 시리즈
(검색실습 편)
다학문분야 해외 학술DB를 바탕으로 학술정보 이용에 부담이 있는 초심자분들을 위해 ‘메타버스’ 관련 학술논문, 아티클 등을 어떻게 효과적으로 검색할 수 있는지 실습해보는 교육입니다.
Academic Search
구독 기관
이용자 누구나
등록하기
6
11월 26일
오후 2시
(약 40분)
[교육 시리즈 3]
정보검색 초심자를 위한 온라인 학술정보 정복 시리즈
(심화기능 편)
다학문분야 해외 학술DB를 바탕으로 학술정보 이용에 부담이 있는 초심자분들을 위한 마지막 시리즈로 주제어(시소러스)란 개념을 이해하고, ‘사회적 거리두기’ 와 관련된 주제와 함께 실습하는 교육입니다.
Academic Search
구독 기관
이용자 누구나
등록하기
7
11월 26일
오후 4시
(약 40분)
[정기교육]
간호사들의 직무스트레스와 관련된 학술정보 살펴보기
간호/보건학 분야에 특화된 학술DB를 바탕으로구체적인 예시를 통해 학술정보를 검색하는 방법과 유용하게 사용 가능한 도구 등을 살펴보는 교육입니다.
CINAHL
구독 기관
이용자 누구나
등록하기
",https://library.kangwon.ac.kr/community/bulletin/notice/21713?max=100&offset=700&bulletinCategoryId=1,
SD(ScienceDirect) 종량제 이용건수 변경 안내,2021년 10월 20일,"
SD(ScienceDirect) 종량제 이용건수 확대에 대한 이용자의 요청에 따라,
다음과 같이신분별 이용건수를확대하오니 많은 이용바랍니다.

1. 시행일자: 2021. 10. 19. 부터
2. 변경내용: 교수, 명예교수, 대학원생, 연구원과정생, 강사, 조교연 50건
3. 이용안내:https://kangwon.ac.kr.libguides.com/SDnotice
4. 기타사항: 신분별 이용건수 소진시 예산한도 내 이용건수 추가가능
5. 이용문의
- 학술DB 구독: 수서팀 033-250-8005
- 학술DB 이용: 교육연구지원팀 033-250-8013, 8025",https://library.kangwon.ac.kr/community/bulletin/notice/21711?max=100&offset=700&bulletinCategoryId=1,data/images/7655f40b52666d633051b9dcf37e5b92.jpg
[온라인 교육] 한번에 통과하는 논문 쓰기 전략&방법,2021년 10월 18일,"
??? 청각장애학생분들도 참여하실 수 있도록수어/문자 통역을지원
??? ?직접SPSS?통계 프로그램에데이터를반입하여활용해보고 결과값을 같이 공유하는실전교육?
??? 교육신청링크 :웨비나 등록 - ZOOM
",https://library.kangwon.ac.kr/community/bulletin/notice/21709?max=100&offset=700&bulletinCategoryId=1,data/images/b2fb249497006dbaf9cd46e70d06f0f0.jpg
학술전자자료 이용자 의견조사 당첨자 발표,2021년 10월 18일,"의견조사에 참여해주셔서 감사합니다.
- 경품수령기한: 2021년 10월 29일(금) 오후5시까지(점심시간, 주말제외)
- 수령장소: 도서관 2층 학술정보지원과 사무실
- 기타: 기한내 미수령시 경품은 소멸되며, 당첨자 본인이 직접 방문해주세요.
- 문의사항: 수서기획팀 250-8005",https://library.kangwon.ac.kr/community/bulletin/notice/21708?max=100&offset=700&bulletinCategoryId=1,
[이벤트] KISS 논문 읽기 이벤트,2021년 10월 18일,,https://library.kangwon.ac.kr/community/bulletin/notice/21707?max=100&offset=700&bulletinCategoryId=1,data/images/2af746b9b71dfa9885f2de7061e8f989.jpg
"학내 서버 장애에 따른 모바일앱, 웹사이트, 네트워크 문제 발생(10/13~)",2021년 10월 13일,"정보화본부의 정보보호시스템 성능 개선
작업(펌웨어 업그레이드)으로 학내 서버?및
네트워크 불안정 현상이 간헐적으로 발생하고
있습니다.

모바일앱이나 웹사이트 접속 장애 및 인터넷
사용에 끊김 현상이 나타날 수 있으니 참고바라며
현재 정보화본부 정보인프라팀에서 지속적으로
모니터링하며 조치중에 있습니다.

문제가 발생하는?경우 출입게이트 입장 이용자는
안내데스크에서 수기 작성을 해주시길 바라며
대출/반납은 수동으로 처리될 예정입니다.

이용에 불편을 드려 죄송하다는 말씀을 드립니다.

전산실)
250-8018. 010-5641-1866(문자수신)",https://library.kangwon.ac.kr/community/bulletin/notice/21706?max=100&offset=700&bulletinCategoryId=1,
아침독서 온라인 퀴즈(3차) 안내,2021년 10월 08일,"1.내용: 2021. 1. ~ 2021. 9.아침독서 36권의 도서요약 내용
2.기간:2021. 10. 12.(화) ~ 2021. 10. 25.(월)
3.대상:교내 구성원 전체(춘천,삼척도계)
4.경품:정답자 중20명을 추첨하여3만원 상당 경품 지급
5.비교과마일리지:학생 참여자 전원에게 강원대학교 비교과마일리지 부여
6.정답 및 경품수령자 공지:2021. 10. 27(수)도서관 홈페이지
7. 문의: 학술정보운영과 정보서비스팀(033-250-8016)
8. 아침독서 서비스 신청 방법: 첨부물 참조

온라인 퀴즈(3차) 문제풀기
",https://library.kangwon.ac.kr/community/bulletin/notice/21704?max=100&offset=700&bulletinCategoryId=1,
도서관 인기대출도서 TOP 10 (2021년 9월),2021년 10월 08일,"

아래 링크를 클릭하여 다양한?도서 정보를 찾아보세요!
전자도서관 >>사서 추천도서 >>
도서관 신착도서 >>학과별 추천도서 >>
우수 학술도서 >>9~10월 테마도서 큐레이션 >>
[무료] 타기관 상호대차 비용 지원 안내 >>
",https://library.kangwon.ac.kr/community/bulletin/notice/21703?max=100&offset=700&bulletinCategoryId=1,data/images/10f16bc0afa44da1b934705a0738f293.jpg
"한글날·대체공휴일 자료실 휴실 및 열람실 운영 안내(10/9, 10/11)",2021년 10월 06일,"한글날·대체공휴일?자료실?휴실 및열람실 운영사항을안내 드리오니?이용에?참고해주시길?바랍니다.
구? 분
[한글날] 10월 9일(토)[대체공휴일] 10월 11일(월)
자료실(장서실 등)
휴? 실
열람실
운? 영(08:00~24:00)
※매주 일요일은?방역 소독으로전체 휴관입니다.
※ 휴실기간?중도서 반납은 도서관 후문무인반납기를 통해 24시간 가능합니다.",https://library.kangwon.ac.kr/community/bulletin/notice/21701?max=100&offset=700&bulletinCategoryId=1,
인터넷 서비스 끊김 발생(네트워크 순단) 안내 (10/7 ~ 10/8),2021년 10월 06일,"정보화본부의 정보보호시스템 성능 개선
작업으로 작업 시간 중 네트워크 순단 현상
(인터넷이 순간적으로 끊김, 수회 발생 예정)
있을 수 있으니 해당 시간 이용 시?참고해 주시길 바랍니다.

작업시간?: 10월 7일(목) 저녁 6시30분 ~ 10월 8일(금) 오전 2시

문의) 전산실
250-8018, 010-5641-1866(담당자 사무실 부재 시)",https://library.kangwon.ac.kr/community/bulletin/notice/21700?max=100&offset=700&bulletinCategoryId=1,
책 속의 지혜 : 인생책을 말하다' 5월 인생책 소개(정미애 삼척도서관장님),5월 1일,"
삼척도서관에서는 '책 속의 지혜 : 인생책을 말하다' 프로그램을 진행중입니다.정미애 삼척도서관장님의 5월 인생책을 다음과 같이 소개합니다.상세내용은 첨부물을 확인바랍니다.감사합니다.
붙임 ?추천사 1부. ?끝.",https://library.kangwon.ac.kr/community/bulletin/notice/34706?max=100&offset=800&bulletinCategoryId=1,data/images/b9d6f20f8a9a7bf878be6b3a9ac2d044.jpg
삼척도서관 '스마트도서관 랜덤 쿠폰뽑기' 행사 안내,5월 1일,"
- 스마트도서관 대출도서의 경우, 스마트도서관으로 반납 부탁드립니다.
- 삼척(임시)도서관 대출도서 반납은 공동실험실습관 1층 무인반납함이나, 삼척(임시)도서관 404호로 반납 부탁드립니다.
감사합니다.
",https://library.kangwon.ac.kr/community/bulletin/notice/34701?max=100&offset=800&bulletinCategoryId=1,data/images/2cd853c8c6e9eb814ea385f2bb54ae76.jpg
도서관 소식지 2025년 5월호(vol. 7),5월 1일,"
틀루토 코파일럿
도서관 홈페이지 어디서든 오른쪽 하단 아이콘 (강원대학교 학술 AI)을?통해 접근할 수 있습니다.
틀루토 코파일럿은?여러분의 질문에 대해 검증된 국내외 학술자료 바탕으로 답변하며, 모든 답변에 대한 인용?논문을 알려줘 주제 탐색이나 자료 조사에 많은 도움을 받을 수 있습니다.

Summon Research Assistant beta
도서관 홈페이지 '모든자료검색' 서비스에서 도입되어 제공되는 AI 서비스입니다. 모든자료검색 페이지 상단에서 'Summon Research Assistant'를 클릭해서 이용하실 수 있습니다.
모든 질문에 대해 검증된 학술자료를 바탕으로 답변하며, 모든 답변에 대한 인용?논문을 알려줘 주제 탐색이나 자료 조사에 많은 도움을 받을 수 있습니다.
질문 언어에 따라 해당 언어와 영어로 된 학술자료를 검색하며 해당?언어로 답변합니다.

DBpia AI (무료버전)국내 학술DB 서비스인 DBpia에서 제공하는 서비스로 현재 강원대학교는 무료버전을 이용할 수 있습니다. 무료 버전은 기관별 무료?이용량 내 이용가능 합니다.(각 서비스별 한 달 100건, 매달 초 초기화)
AI검색은 검증된 학술자료를 바탕으로 답변하며, DBpia에서 제공하는 논문인 경우 바로 원문을 확인 할 수 있습니다.
idea?서비스는 논문, 과제 등 목적과 주제에 따라 목차와 참고문헌을 추천하는 서비스입니다.
또한 DBpia에서 제공하는 논문에서는 AI 뷰어를 통해 논문 요약 등의 서비스를 이용할 수 있습니다.

강원대학교 도서관(24341) 강원특별자치도 춘천시 강원대학길1
",https://library.kangwon.ac.kr/community/bulletin/notice/34699?max=100&offset=800&bulletinCategoryId=1,data/images/18882fe6b0df6765c961aa732ca22c3f.jpg;data/images/063018d3925db314c7ac5678d05bb9df.jpg;data/images/5bec6585bd04d5eb12574632a939b17b.jpg;data/images/0edca3187a0d71beacb18552776fc316.jpg;data/images/d461b435ae32305a3b2fa9aaa2d20c3e.jpg;data/images/56f3119cb1b9b3e1ea0bf94851eb3d9a.jpg;data/images/601557817e230f66068bf1dc75ea7719.jpg;data/images/15055a95656b629269cfa69b1d29e8a1.jpg
2025년도「KNU 강원인문기행: 영월 편」신청 안내(무료/선착순 5월 1일 09:00~),4월 30일,"
[★★★신청페이지★★★]바로가기
* 문의: 033-250-7623(미래도서관 자료운영팀)",https://library.kangwon.ac.kr/community/bulletin/notice/34693?max=100&offset=800&bulletinCategoryId=1,data/images/469910517f1faea612a95461564db251.jpg
5월 북큐레이션 「새로 나온 오디오북」,4월 30일,"(2025년 1학기) 5월?북큐레이션?「새로 나온 오디오북」

5월?「새로 나온 오디오북」?(삼척) 임시도서관(공동실험실습관) 4F / (도계) 도계도서관 2F에 전시 되어 있습니다.
「새로 나온 오디오북」 도서를?함께 듣고,도서관 홈페이지 서평쓰기(150자 내외)에 참여해주세요.

도서관 홈페이지서평쓰기 참여혜택:
① 비교과 및 진품마일리지 부여? ② 도서관 마일리지 부여? ③ 추첨을 통해 소정의 선물 증정

5월 북큐레이션 바로가기
문의: 삼척도서관 033-570-6273

",https://library.kangwon.ac.kr/community/bulletin/notice/34686?max=100&offset=800&bulletinCategoryId=1,data/images/4c1618c3f023382b4d1b466e78b1a5c5.jpg;data/images/8570bbe60d1227771da3a0668a0a6b73.jpg;data/images/13c112f94e8ddf7bdbabf8682f932055.jpg;data/images/2caa58732ab2f1192e91db2f3e4d1fe7.jpg;data/images/8bdb5f4c0004322102a3a70eef34dfaa.jpg;data/images/82212d995502070477f3a6dcc8704585.jpg
2025 학술전자정보 온라인 퀴즈 당첨자 안내,4월 30일,"




",https://library.kangwon.ac.kr/community/bulletin/notice/34685?max=100&offset=800&bulletinCategoryId=1,data/images/e5d253b167eca2843106dcb977ca6d34.jpg
5월 북큐레이션 「너를 응원해: 인생 제2막의 시작」,4월 30일,"(2025년 1학기)?5월 북큐레이션 「너를 응원해: 인생 제2막의 시작」
5월 북큐레이션 :? 일상의 쉼표는 「삶을 바꾸는 지혜로운 책」 주제로 진행됩니다.

(삼척) 임시도서관(공동실험실습관) 4F / (도계) 도계도서관 2F에 전시 되어 있습니다.
「일상의 쉼표」 도서를?함께 읽고도서관 홈페이지 서평쓰기(150자내외)에 참여해주세요.

도서관 홈페이지서평쓰기 참여혜택:
① 비교과 및 진품마일리지 부여? ② 도서관 마일리지 부여? ③ 추첨을 통해 소정의 선물 증정

온라인 북큐레이션 바로가기
문의: 삼척도서관 033-570-6273

",https://library.kangwon.ac.kr/community/bulletin/notice/34682?max=100&offset=800&bulletinCategoryId=1,data/images/a9f2f2f0e10b07dfc294e23be2633a95.jpg;data/images/0c723cf781e3abe037832f8ba1ce3d5f.jpg;data/images/47d53acec57935c5857af1bc5c12ab5c.jpg;data/images/c0534a79abd343b5ae6ceeaf0ba1daec.jpg;data/images/8ab399226dfb34780cb757dd071ed190.jpg;data/images/7a7f356a4823e429193a1460d4d235ce.jpg;data/images/15c90f3f0a8878fed5faaf567544e01c.jpg;data/images/4d27b4f78b55bf687f668bd90bc7f681.jpg
"어린이날/부처님오신날(5.5.), 대체공휴일(5.6.) 자료실 휴실 안내",4월 30일,"어린이날/부처님오신날(5.5.),대체공휴일(5.6.)자료실 등 휴실 및 분관 휴관 사항을
안내하오니 이용에 참고해주시기 바랍니다.

구 분
5.5.(월)
어린이날/부처님오신날
5.6.(화)
대체공휴일
중앙도서관
KNU미래도서관
자료실·캐럴·플레이존
휴 실
휴 실
열람실·그룹스터디룸
정상운영
정상운영
법학도서관/의학도서관
휴 관
휴 관

□도서반납 안내
-휴실/휴관 기간 중 반납예정일은 자동 연기
-무인 도서반납기24시간 이용 가능:중앙도서관 후문, KNU미래도서관 지하1층 입구,법학도서관 입구

□문의전화
-중앙도서관 안내데스크: 033-250-8022
- KNU미래도서관 안내데스크: 033-250-7627

□기타 실별운영시간은[도서관이용>이용시간및실별안내]메뉴를 참고해주세요.",https://library.kangwon.ac.kr/community/bulletin/notice/34681?max=100&offset=800&bulletinCategoryId=1,
